1,905,61.6
2,893,41.8
3,958,40.7
4,546,105.6
5,560,100.1
6,905,18.7
7,233,39.6
8,750,100.1
9,374,44.0
10,794,100.1
11,893,5.5
12,375,82.5
13,356,56.1
14,744,20.9
15,540,68.2
16,664,58.3
17,114,5.5
18,237,20.9
19,765,61.6
20,536,5.5
21,623,5.5
22,713,14.3
23,995,107.8
24,489,106.7
25,292,9.9
26,446,14.3
27,944,93.5
28,99,69.3
29,751,68.2
30,358,110.0
31,164,103.4
32,800,77.0
33,824,14.3
34,188,50.6
35,982,51.7
36,596,77.0
37,68,55.0
38,466,86.9
39,492,18.7
40,513,104.5
41,798,110.0
42,441,92.4
43,633,86.9
44,357,64.9
45,572,95.7
46,182,99.0
47,996,25.3
48,276,49.5
49,138,110.0
50,234,82.5
51,488,22.0
52,615,48.4
53,911,5.5
54,333,96.8
55,319,57.2
56,283,29.7
57,940,47.3
58,122,20.9
59,581,68.2
60,53,16.5
61,833,107.8
62,648,99.0
63,290,47.3
64,584,22.0
65,423,41.8
66,586,60.5
67,386,96.8
68,994,85.8
69,791,77.0
70,482,107.8
71,266,63.8
72,442,60.5
73,374,40.7
74,873,73.7
75,457,81.4
76,698,63.8
77,257,42.9
78,259,88.0
79,912,60.5
80,380,18.7
81,837,46.2
82,120,20.9
83,960,24.2
84,567,77.0
85,757,49.5
86,88,74.8
87,87,104.5
88,513,105.6
89,111,48.4
90,34,62.7
91,326,25.3
92,81,80.3
93,187,27.5
94,158,90.2
95,612,48.4
96,183,79.2
97,80,103.4
98,951,90.2
99,12,26.4
100,176,92.4
101,77,12.1
102,783,7.7
103,415,68.2
104,4,79.2
105,976,75.9
106,850,12.1
107,272,6.6
108,132,84.7
109,484,16.5
110,846,105.6
111,879,45.1
112,574,12.1
113,219,62.7
114,352,30.8
115,890,70.4
116,862,78.1
117,72,77.0
118,182,13.2
119,976,77.0
120,18,50.6
121,454,29.7
122,849,110.0
123,671,90.2
124,464,59.4
125,877,99.0
126,848,48.4
127,172,28.6
128,211,37.4
129,139,90.2
130,542,39.6
131,899,91.3
132,205,38.5
133,894,6.6
134,557,51.7
135,703,104.5
136,699,24.2
137,576,67.1
138,18,84.7
139,734,39.6
140,796,96.8
141,649,77.0
142,239,13.2
143,243,108.9
144,503,20.9
145,935,61.6
146,785,5.5
147,60,78.1
148,706,36.3
149,465,40.7
150,791,93.5
151,505,89.1
152,237,55.0
153,428,14.3
154,642,44.0
155,426,22.0
156,936,52.8
157,387,60.5
158,710,103.4
159,87,81.4
160,553,57.2
161,963,101.2
162,674,74.8
163,391,94.6
164,865,101.2
165,804,105.6
166,334,30.8
167,888,56.1
168,471,57.2
169,991,62.7
170,363,64.9
171,401,90.2
172,781,94.6
173,383,24.2
174,444,7.7
175,196,110.0
176,679,72.6
177,478,92.4
178,727,49.5
179,841,26.4
180,963,31.9
181,53,53.9
182,530,58.3
183,56,110.0
184,223,103.4
185,10,58.3
186,231,11.0
187,601,90.2
188,883,66.0
189,214,83.6
190,973,83.6
191,405,107.8
192,772,70.4
193,919,16.5
194,676,57.2
195,702,108.9
196,435,47.3
197,627,67.1
198,710,19.8
199,678,69.3
200,279,97.9
201,240,16.5
202,21,67.1
203,537,88.0
204,882,70.4
205,224,9.9
206,307,45.1
207,564,6.6
208,908,22.0
209,12,95.7
210,314,27.5
211,952,85.8
212,605,86.9
213,9,15.4
214,544,33.0
215,719,15.4
216,250,106.7
217,401,68.2
218,429,107.8
219,341,96.8
220,292,25.3
221,830,47.3
222,39,96.8
223,244,97.9
224,722,105.6
225,500,108.9
226,151,81.4
227,437,15.4
228,850,107.8
229,479,58.3
230,330,55.0
231,70,85.8
232,850,48.4
233,507,50.6
234,366,25.3
235,518,68.2
236,965,45.1
237,148,72.6
238,112,101.2
239,7,31.9
240,719,84.7
241,359,86.9
242,631,100.1
243,482,61.6
244,844,77.0
245,760,41.8
246,887,57.2
247,736,96.8
248,556,55.0
249,651,83.6
250,748,15.4
251,701,7.7
252,274,8.8
253,294,85.8
254,896,51.7
255,564,46.2
256,438,81.4
257,42,77.0
258,243,73.7
259,636,110.0
260,257,93.5
